,AUD,BRL,CAD,CHF,CZK,EUR,GBP,HUF,IDR,INR,JPY,KRW,MXN,NOK,NZD,PHP,PLN,SEK,SGD,THB,TRY,ZAR,CLP,COP,PEN
2019-12-18,1.4599,4.0573,1.3157,0.98183,22.933,0.89969,0.76523,297.59,13998,70.981,109.59,1166.5,18.9744,9.0286,1.5223,50.626,3.8422,9.4002,1.3563,30.235,5.9138,14.368,750.73,3323.0,3.337
2019-12-19,1.4561,4.0625,1.3122,0.98039,22.914,0.89952,0.76525,297.31,13989,71.091,109.5,1166.32,18.9943,8.9759,1.52,50.61,3.8335,9.4252,1.3559,30.195,5.9388,14.3186,753.47,3311.0,3.3325
2019-12-20,1.4498,4.0709,1.3138,0.98072,22.93,0.90114,0.76717,297.83,13978,71.194,109.32,1159.39,18.9475,8.9631,1.5149,50.72,3.8382,9.4025,1.355,30.185,5.9272,14.2323,756.35,3328.0,3.3125
2019-12-23,1.4454,4.0831,1.3162,0.98149,23.024,0.90293,0.77389,299.09,13986,71.283,109.42,1163.45,18.9634,8.9508,1.5108,50.99,3.8473,9.4332,1.356,30.165,5.9444,14.2307,752.2,3307.0,3.3165
2019-12-24,1.4458,4.0836,1.3161,0.98177,23.001,0.90253,0.77196,299.42,13985,71.256,109.38,1162.19,18.963,8.9457,1.5087,50.84,3.8446,9.4362,1.3553,30.155,5.9561,14.1935,748.38,3294.0,3.3125
2019-12-27,1.4342,4.0489,1.3083,0.97642,22.872,0.89662,0.76329,296.63,13964,71.404,109.59,1160.6,18.9178,8.8387,1.4933,50.725,3.826,9.3574,1.3524,30.155,5.9579,14.0455,747.7,3296.0,3.3125
2019-12-30,1.4293,4.0332,1.3067,0.97158,22.757,0.89373,0.76153,295.86,13912,71.331,109.21,1156.81,18.8444,8.7997,1.487,50.75,3.8044,9.3306,1.3485,29.915,5.9493,14.0672,749.47,3282.0,3.3135
2019-12-31,1.4238,4.0197,1.2994,0.96617,22.617,0.89015,0.75734,294.22,13883,71.382,108.55,1153.89,18.8891,8.7803,1.4824,50.65,3.7892,9.2993,1.3451,29.745,5.9501,14.0442,751.5,3284.0,3.3105
2020-01-02,1.43,4.0088,1.2998,0.9707,22.703,0.89342,0.75787,294.81,13885,71.389,108.77,1159.87,18.885,8.7919,1.4936,50.768,3.8009,9.3566,1.3476,30.145,5.959,14.0709,748.63,3249.0,3.2965
2020-01-03,1.4381,4.0613,1.2982,0.97246,22.751,0.8971,0.76357,296.52,13938,71.777,108.14,1166.52,18.9674,8.8199,1.4998,51.12,3.8121,9.4068,1.3499,30.155,5.9735,14.2838,763.68,3249.0,3.3135
2020-01-06,1.44,4.0612,1.2976,0.96927,22.602,0.89334,0.76126,294.5,13940,71.931,108.11,1169.22,18.8869,8.7983,1.4997,51.141,3.7891,9.4075,1.3498,30.145,5.9764,14.2456,772.82,3243.0,3.3235
2020-01-07,1.4546,4.0839,1.2997,0.97118,22.624,0.89509,0.76247,296.53,13875,71.84,108.44,1165.84,18.8731,8.821,1.5067,50.87,3.8003,9.4364,1.3499,30.275,5.9757,14.2968,769.1,3271.0,3.3195
2020-01-08,1.457,4.0569,1.3018,0.97094,22.731,0.89969,0.76354,297.87,13893,71.713,108.74,1167.22,18.8106,8.8626,1.506,50.76,3.8173,9.4564,1.3508,30.355,5.9521,14.23,757.0,3240.0,3.3125
2020-01-09,1.4575,4.0679,1.3056,0.97282,22.73,0.90009,0.76764,299.29,13850,71.253,109.4,1159.57,18.7795,8.8807,1.5118,50.63,3.8184,9.4806,1.3518,30.285,5.8804,14.2069,767.43,3252.9,3.318
2020-01-10,1.4545,4.0743,1.3072,0.97575,22.78,0.90163,0.76467,301.01,13763,70.951,109.64,1159.5,18.8107,8.9032,1.5119,50.49,3.8285,9.5131,1.3497,30.235,5.8785,14.2531,772.78,3266.0,3.33
2020-01-13,1.4486,4.1194,1.3045,0.97169,22.677,0.8988,0.77081,300.46,13701,70.845,109.88,1157.73,18.792,8.894,1.5072,50.465,3.8062,9.4911,1.3472,30.218,5.8619,14.3761,774.06,3266.0,3.3305
2020-01-14,1.4494,4.1436,1.3071,0.96869,22.632,0.89969,0.77029,299.39,13693,70.83,110.05,1156.76,18.8403,8.8997,1.5117,50.6,3.7984,9.469,1.3478,30.251,5.8883,14.4196,769.5,3285.0,3.3195
2020-01-15,1.4529,4.1599,1.3072,0.96491,22.567,0.8975,0.76901,298.82,13698,70.797,109.88,1157.08,18.8063,8.8691,1.5172,50.728,3.7933,9.4768,1.3472,30.24,5.8858,14.3796,774.61,3297.65,3.3225
2020-01-16,1.4428,4.165,1.3035,0.9615,22.536,0.89534,0.76524,298.9,13630,70.929,109.95,1158.45,18.7931,8.869,1.5014,50.834,3.7894,9.4617,1.3452,30.365,5.8522,14.4354,775.69,3323.0,3.3215
2020-01-17,1.4514,4.1763,1.3052,0.96651,22.639,0.90025,0.76616,302.12,13670,71.081,110.11,1159.86,18.7559,8.9026,1.5108,50.907,3.8141,9.4932,1.3468,30.38,5.8807,14.4564,771.82,3330.0,3.3205
2020-01-20,1.4573,4.1822,1.3069,0.96861,22.666,0.90212,0.76928,303.46,13638,71.073,110.18,1160.2,18.6685,8.9143,1.5152,50.96,3.828,9.5217,1.348,30.354,5.9183,14.5282,769.25,3329.0,3.3155
2020-01-21,1.4554,4.198,1.3056,0.96653,22.552,0.89969,0.765,301.68,13673,71.196,110.04,1167.9,18.7305,8.9393,1.5125,51.002,3.8181,9.4937,1.349,30.4,5.9323,14.4758,773.72,3353.0,3.3145
2020-01-22,1.4596,4.1925,1.3046,0.97015,22.67,0.90188,0.76159,302.68,13653,71.127,109.97,1163.93,18.7067,8.9818,1.5135,50.955,3.822,9.5173,1.3487,30.38,5.9229,14.4075,770.53,3329.0,3.3115
2020-01-23,1.456,4.1703,1.3163,0.96781,22.684,0.90163,0.76186,304.02,13652,71.315,109.55,1167.75,18.7116,8.9873,1.5145,50.955,3.8264,9.5098,1.3498,30.55,5.9301,14.3813,776.05,3359.32,3.317
2020-01-24,1.4614,4.1762,1.3132,0.97073,22.8,0.90621,0.76405,304.49,13596,71.291,109.61,1168.21,18.7739,9.0054,1.5119,50.831,3.8573,9.5481,1.3512,30.56,5.9392,14.3711,776.95,3363.0,3.3205
2020-01-27,1.4776,4.2147,1.3187,0.96952,22.885,0.90703,0.76515,306.15,13605,71.421,108.94,1177.63,18.9315,9.1032,1.5251,50.87,3.8744,9.5959,1.3574,30.72,5.947,14.5516,787.18,3396.0,3.3295
2020-01-28,1.4802,4.1977,1.319,0.97256,22.918,0.90868,0.76877,306.39,13637,71.289,109.06,1178.74,18.8387,9.1557,1.5306,50.775,3.8829,9.6313,1.3584,30.845,5.9496,14.6523,785.25,3382.0,3.336
2020-01-29,1.4816,4.1895,1.3177,0.97527,22.914,0.90901,0.76884,306.69,13628,71.282,109.14,1178.67,18.7356,9.1413,1.5333,50.84,3.8939,9.613,1.3609,30.97,5.9594,14.6095,792.03,3385.0,3.343
2020-01-30,1.4881,4.2466,1.3217,0.96926,22.894,0.9067,0.76329,306.79,13687,71.639,108.83,1192.31,18.7669,9.2246,1.5389,50.998,3.8873,9.6471,1.3628,31.195,5.9815,14.7496,796.8,3409.0,3.365
2020-01-31,1.4924,4.2668,1.3235,0.96761,22.81,0.90481,0.76163,304.97,13655,71.395,108.89,1195.8,18.8237,9.2194,1.5457,51.015,3.8915,9.6605,1.3655,31.18,5.9824,14.9204,799.33,3417.0,3.3825
2020-02-03,1.493,4.2626,1.3236,0.9644,22.752,0.90367,0.76609,305.17,13742,71.393,108.53,1192.05,18.8126,9.2707,1.5458,50.87,3.8829,9.6519,1.368,31.04,5.9842,14.893,786.8,3393.0,3.3689
2020-02-04,1.488,4.2274,1.3279,0.96868,22.758,0.90514,0.76828,304.42,13710,71.245,109.09,1186.41,18.7111,9.2277,1.548,50.78,3.8698,9.6197,1.3703,30.95,5.9805,14.7775,780.87,3360.1,3.3605
2020-02-05,1.4786,4.2288,1.3285,0.97224,22.73,0.90719,0.76607,304.6,13641,71.154,109.72,1182.05,18.5902,9.1784,1.5428,50.767,3.8548,9.5664,1.3791,30.965,5.9852,14.7189,775.87,3362.8,3.3603
2020-02-06,1.4798,4.2309,1.3278,0.97383,22.624,0.90884,0.77102,306.06,13634,71.148,109.85,1183.11,18.6176,9.2055,1.5445,50.729,3.8581,9.5928,1.3844,31.08,5.988,14.8167,783.05,3377.0,3.3743
2020-02-07,1.4967,4.2919,1.3314,0.97593,22.819,0.91166,0.77236,308.28,13732,71.44,109.86,1194.07,18.7146,9.2691,1.5584,50.885,3.8885,9.6139,1.3907,31.3,5.9885,14.9698,794.75,3413.0,3.387
2020-02-10,1.4951,4.311,1.3314,0.97708,22.853,0.91316,0.77279,308.07,13731,71.324,109.74,1188.39,18.7627,9.2401,1.5622,50.824,3.8952,9.6546,1.3888,31.3,6.0174,15.0476,793.14,3454.5,3.3915
2020-02-11,1.4916,4.3111,1.3297,0.97853,22.902,0.91735,0.77355,310.0,13686,71.272,109.83,1183.96,18.6735,9.2609,1.5645,50.51,3.9051,9.6664,1.3877,31.265,6.0339,14.8914,791.04,3417.35,3.3865
2020-02-12,1.482,4.3326,1.3256,0.97535,22.795,0.91625,0.77019,311.06,13664,71.316,109.98,1180.14,18.6247,9.2033,1.5422,50.567,3.899,9.6175,1.3856,31.105,6.0402,14.7761,790.58,3385.0,3.378
2020-02-13,1.485,4.3418,1.3257,0.97847,22.854,0.92022,0.76723,310.22,13704,71.271,109.7,1183.42,18.6261,9.2404,1.5492,50.486,3.9121,9.646,1.3892,31.139,6.059,14.8443,793.61,3374.05,3.3825
2020-02-14,1.4897,4.3283,1.3248,0.98146,22.9,0.92234,0.76746,309.6,13716,71.45,109.86,1184.05,18.5953,9.2472,1.5554,50.55,3.919,9.6924,1.3918,31.219,6.063,14.8625,791.2,3387.5,3.3775
2020-02-17,1.4886,4.3137,1.3229,0.9821,22.882,0.92293,0.76823,308.85,13652,71.382,109.88,1183.85,18.5731,9.2638,1.5564,50.565,3.9335,9.7206,1.3887,31.175,6.0491,14.9603,793.1,3394.22,3.3739
2020-02-18,1.4973,4.3462,1.3263,0.98179,23.02,0.92456,0.76724,309.57,13665,71.551,109.74,1191.51,18.6391,9.3272,1.5644,50.665,3.9521,9.7539,1.3922,31.225,6.0691,15.051,796.62,3401.4,3.3805
2020-02-19,1.4946,4.3689,1.3223,0.98343,23.113,0.92593,0.76989,311.42,13688,71.513,110.51,1189.58,18.5824,9.2757,1.5632,50.57,3.9548,9.791,1.3919,31.2,6.0746,14.9468,795.94,3381.5,3.3805
2020-02-20,1.5101,4.3875,1.3257,0.98387,23.204,0.92678,0.77702,313.25,13707,71.616,112.01,1206.48,18.6914,9.31,1.5798,50.718,3.969,9.8225,1.4005,31.44,6.0988,15.1034,806.88,3400.4,3.3885
2020-02-21,1.515,4.4024,1.3258,0.98232,23.202,0.92584,0.77317,312.1,13765,71.988,111.99,1212.34,18.9964,9.3392,1.5836,50.88,3.9658,9.7852,1.4009,31.63,6.1227,15.088,802.31,3377.0,3.3845
2020-02-24,1.5145,4.3884,1.3285,0.97985,23.282,0.92439,0.77494,312.08,13957,71.941,111.41,1219.45,19.156,9.3666,1.5802,51.07,3.9738,9.783,1.4017,31.74,6.1563,15.1222,807.03,3428.2,3.4035
2020-02-25,1.5168,4.3883,1.3287,0.97832,23.271,0.92251,0.77149,311.26,13925,71.701,110.63,1213.73,19.0203,9.3727,1.583,51.07,3.9679,9.7498,1.3991,31.725,6.152,15.189,812.3,3433.0,3.4075
2020-02-26,1.5232,4.39,1.3305,0.97526,23.305,0.91954,0.77379,311.98,13997,71.651,110.46,1215.9,19.132,9.3897,1.5883,51.069,3.9627,9.7299,1.3981,31.875,6.1592,15.1315,811.3,3454.0,3.4095
2020-02-27,1.5206,4.4669,1.3349,0.96926,23.06,0.91208,0.77522,308.62,14035,71.633,109.87,1211.08,19.3907,9.3869,1.5803,50.864,3.9332,9.6455,1.3949,31.65,6.16,15.3612,813.26,3497.5,3.4325
2020-02-28,1.5373,4.485,1.3444,0.96693,23.13,0.911,0.77722,307.52,14347,72.228,108.74,1207.05,19.7112,9.4642,1.6041,51.04,3.9409,9.7238,1.3954,31.55,6.2265,15.5745,817.21,3522.0,3.4524
2020-03-02,1.5283,4.49,1.3358,0.95801,22.95,0.89912,0.78325,302.93,14304,72.757,107.73,1192.1,19.777,9.3547,1.5949,50.81,3.891,9.5363,1.389,31.44,6.2267,15.6628,811.52,3458.0,3.4345
2020-03-03,1.5212,4.5005,1.3364,0.95763,22.915,0.89952,0.78268,302.85,14282,73.248,107.74,1194.2,19.4837,9.2946,1.5947,50.793,3.8829,9.4981,1.3924,31.54,6.1731,15.5838,812.53,3457.0,3.4222
2020-03-04,1.5096,4.5075,1.3359,0.95703,22.778,0.89888,0.78067,301.09,14115,73.258,107.49,1181.99,19.2449,9.263,1.588,50.596,3.8623,9.4881,1.3843,31.34,6.0969,15.2615,819.38,3476.0,3.4172
2020-03-05,1.5122,4.6018,1.3427,0.95316,22.657,0.89389,0.77474,300.08,14170,73.433,106.94,1186.21,19.7318,9.2706,1.5861,50.76,3.8463,9.4677,1.3851,31.55,6.0819,15.4417,824.55,3536.0,3.4583
2020-03-06,1.5087,4.6531,1.342,0.9341,22.458,0.88215,0.76892,295.94,14607,73.739,105.05,1192.33,20.286,9.261,1.5753,50.76,3.7969,9.3635,1.3788,31.44,6.1052,15.7475,826.17,3584.25,3.4693
2020-03-09,1.5127,4.7502,1.3629,0.92476,22.263,0.87291,0.76277,293.51,14392,74.162,102.23,1199.99,21.235,9.5059,1.5731,50.64,3.765,9.3578,1.3828,31.495,6.1105,15.9653,837.86,3804.0,3.5043
2020-03-10,1.5256,4.6745,1.3678,0.93011,22.586,0.87796,0.76721,295.17,14295,73.845,104.17,1191.5,20.96,9.52,1.5809,50.515,3.7981,9.4833,1.3887,31.439,6.1356,15.9435,832.83,3762.0,3.5003
2020-03-11,1.534,4.6643,1.3743,0.93428,22.733,0.88215,0.77355,295.92,14353,73.677,104.58,1189.19,21.085,9.5764,1.5835,50.62,3.8091,9.46,1.3886,31.39,6.1958,16.0639,840.28,3885.0,3.5162
2020-03-12,1.5724,4.9004,1.3811,0.93852,23.312,0.88968,0.78846,301.04,14621,74.262,103.95,1209.43,22.067,10.1141,1.6168,51.286,3.8789,9.6926,1.4038,31.66,6.2599,16.4099,853.8,4025.0,3.5262
2020-03-13,1.5926,4.6868,1.3859,0.95533,23.453,0.90058,0.80214,305.19,14770,73.739,107.27,1208.02,21.419,9.9933,1.6318,50.84,3.9238,9.767,1.4125,31.74,6.2905,16.1415,838.2,4020.0,3.5192
2020-03-16,1.6311,4.9638,1.3928,0.94524,24.164,0.8963,0.8149,309.2,15018,74.222,105.55,1230.92,22.809,10.2864,1.6581,51.649,3.95,9.7695,1.4222,32.21,6.4146,16.6355,854.5,4077.0,3.5512
2020-03-17,1.6652,5.0337,1.4125,0.96166,24.572,0.91058,0.82702,316.01,15190,74.276,106.99,1243.13,22.809,10.4774,1.6773,51.505,4.0637,9.9793,1.4288,32.29,6.4912,16.5988,848.1,3997.0,3.5422
2020-03-18,1.6982,5.1338,1.4404,0.96451,24.834,0.91458,0.84315,321.36,15450,74.209,107.72,1260.11,23.963,10.7015,1.7127,51.62,4.1165,10.0808,1.4414,32.42,6.447,16.9768,867.8,4155.25,3.5712
2020-03-19,1.7253,5.1881,1.4464,0.97537,25.559,0.92584,0.86089,329.65,15912,75.123,109.83,1262.98,24.346,11.4031,1.7501,51.47,4.2222,10.3252,1.4483,32.475,6.5387,17.2947,862.1,4086.0,3.5533
2020-03-20,1.7023,5.0375,1.425,0.98496,25.396,0.93397,0.85017,327.74,15925,75.147,110.55,1247.45,23.99,11.3211,1.7298,51.27,4.2323,10.3295,1.4491,32.55,6.5197,17.2903,863.1,4116.0,3.5272
2020-03-23,1.7236,5.0683,1.4384,0.9821,25.628,0.92739,0.86219,326.75,16575,76.166,110.46,1256.7,24.681,11.3668,1.7564,51.4,4.2712,10.2676,1.4602,32.865,6.5859,17.6333,860.5,4174.0,3.5313
2020-03-24,1.6891,5.0831,1.4494,0.97501,25.646,0.92225,0.8494,325.62,16325,75.957,110.66,1241.95,24.836,11.0435,1.7224,51.07,4.2558,10.2267,1.4472,32.77,6.4659,17.5924,845.2,4108.88,3.5183
2020-03-25,1.6619,5.0741,1.4352,0.97922,25.35,0.92362,0.84514,327.86,16115,76.383,111.45,1232.86,24.541,10.8751,1.7068,51.03,4.2317,10.1264,1.4456,32.78,6.435,17.4081,844.5,4062.0,3.4752
2020-03-26,1.6539,4.991,1.4084,0.9684,25.089,0.91066,0.83187,323.28,16106,75.157,109.44,1217.07,23.745,10.4975,1.6875,50.98,4.1661,10.0237,1.4351,32.635,6.4117,17.4378,827.4,3978.5,3.3952
2020-03-27,1.6588,5.0929,1.414,0.96392,24.869,0.911,0.81755,324.0,16140,75.494,108.74,1226.48,23.534,10.6184,1.6897,51.13,4.1274,10.0353,1.4359,32.585,6.4621,17.62,834.7,4009.0,3.4075
2020-03-30,1.6332,5.1215,1.4162,0.95804,24.755,0.90629,0.80569,325.1,16393,75.675,108.16,1224.87,23.786,10.5934,1.668,50.93,4.1244,10.0032,1.4258,32.7,6.5683,17.8798,851.74,4047.82,3.434
2020-03-31,1.6399,5.2027,1.4254,0.96614,24.929,0.91274,0.80908,328.61,16310,75.666,108.53,1224.01,23.893,10.5057,1.681,50.99,4.1535,10.0961,1.4269,32.79,6.5775,17.8984,852.5,4058.0,3.4303
2020-04-01,1.6508,5.2441,1.4266,0.96598,25.027,0.91441,0.80889,337.75,16679,76.445,107.49,1231.24,24.15,10.304,1.696,50.941,4.1894,10.0007,1.4346,33.02,6.6683,17.9791,863.6,4071.0,3.4643
2020-04-02,1.6477,5.2286,1.4167,0.96745,25.264,0.91693,0.80449,333.51,16657,76.407,107.34,1228.57,24.299,10.3012,1.6853,50.876,4.1901,10.0188,1.432,32.974,6.6628,18.5008,858.8,4023.39,3.4393
2020-04-03,1.6694,5.2752,1.4185,0.97793,25.535,0.92721,0.81456,338.57,16615,76.236,108.58,1235.81,24.615,10.443,1.7082,50.816,4.2434,10.1548,1.4362,33.01,6.7034,18.7891,864.5,4019.0,3.4555
2020-04-06,1.6486,5.2874,1.416,0.97859,25.58,0.9267,0.81364,338.47,16413,76.091,108.92,1228.84,25.104,10.5528,1.6866,50.66,4.2297,10.174,1.4345,32.86,6.7775,18.8611,849.53,3965.0,3.3892
2020-04-07,1.6149,5.207,1.4018,0.97216,25.002,0.9187,0.80931,328.54,16135,75.563,108.91,1212.12,24.269,10.1925,1.6684,50.45,4.1668,9.9943,1.4241,32.765,6.7581,18.359,858.13,3904.0,3.3623
2020-04-08,1.6186,5.2195,1.4013,0.97112,25.005,0.91988,0.80901,330.55,16223,76.23,108.88,1218.25,24.227,10.2971,1.6736,50.572,4.1801,10.0621,1.4274,32.76,6.7885,18.179,842.83,3896.35,3.3693
2020-04-09,1.6052,5.1492,1.4047,0.97157,24.762,0.92022,0.80579,326.46,15867,76.314,108.89,1216.98,23.955,10.3196,1.6682,50.556,4.1949,10.0722,1.4244,32.82,6.739,18.0715,840.08,3826.17,3.3685
2020-04-14,1.5633,5.1615,1.3917,0.96169,24.504,0.91216,0.79589,319.89,15716,76.156,107.32,1215.48,23.577,10.3182,1.6426,50.582,4.1479,9.9569,1.4158,32.71,6.793,18.2669,847.95,3847.0,3.3933
2020-04-15,1.5866,5.2386,1.406,0.96616,24.756,0.91718,0.80148,321.29,15776,76.502,107.42,1220.34,23.92,10.502,1.6714,50.73,4.1622,10.0269,1.4247,32.68,6.8874,18.7233,855.2,3909.3,3.4073
2020-04-16,1.5858,5.2342,1.4106,0.96583,24.847,0.91844,0.80054,321.05,15696,76.874,107.57,1225.67,24.15,10.4836,1.6725,50.895,4.1594,10.0014,1.4272,32.66,6.9348,18.5865,851.05,3972.0,3.4123
2020-04-17,1.5735,5.23,1.407,0.96823,25.012,0.92081,0.8009,323.95,15586,76.483,107.61,1216.88,24.027,10.3909,1.6614,50.916,4.1607,9.9952,1.4224,32.53,6.9043,18.7505,851.95,3931.0,3.4045
2020-04-20,1.5732,5.2913,1.4111,0.96851,25.164,0.92081,0.80426,326.49,15535,76.556,107.84,1218.71,24.041,10.3773,1.654,50.761,4.1687,10.0021,1.4231,32.49,6.9263,18.7376,855.75,3968.1,3.4013
2020-04-21,1.5932,5.3169,1.4204,0.97047,25.327,0.92276,0.81314,327.6,15689,76.94,107.4,1232.2,24.357,10.5973,1.6777,50.841,4.1793,10.1082,1.4312,32.545,6.9815,18.9951,856.75,4040.5,3.3842
2020-04-22,1.5827,5.3249,1.4148,0.96834,25.337,0.92022,0.80905,326.78,15584,76.534,107.67,1232.78,24.285,10.7458,1.6748,50.7,4.1731,10.0693,1.4271,32.37,6.9944,18.8102,858.0,4026.0,3.3702
2020-04-23,1.5706,5.4462,1.4135,0.97577,25.576,0.92833,0.80951,331.89,15570,76.068,107.45,1231.71,24.454,10.6911,1.6661,50.66,4.2127,10.108,1.4232,32.32,6.9428,19.0707,859.36,4020.3,3.3713
2020-04-24,1.5688,5.5674,1.4049,0.97454,25.287,0.92593,0.81017,328.88,15625,76.269,107.61,1233.88,24.845,10.6282,1.6658,50.825,4.193,10.0669,1.4256,32.435,6.9782,18.9833,856.6,4039.0,3.3945
2020-04-27,1.5476,5.5592,1.4057,0.97282,25.05,0.92149,0.80412,326.73,15385,76.133,107.1,1224.49,24.902,10.5522,1.6488,50.67,4.1731,10.021,1.4183,32.47,6.9826,18.8085,856.2,4055.2,3.3962
2020-04-28,1.5385,5.6085,1.3955,0.97325,25.032,0.91937,0.80057,327.24,15367,75.867,106.7,1218.9,24.388,10.3689,1.6508,50.595,4.1802,9.8814,1.4165,32.435,6.9978,18.655,843.31,4027.06,3.3862
2020-04-29,1.5362,5.4711,1.3954,0.975,25.018,0.92234,0.80592,327.94,15321,75.65,106.55,1218.95,24.122,10.3973,1.6446,50.51,4.1913,9.9002,1.4152,32.42,6.9883,18.4317,833.55,3918.0,3.3652
2020-04-30,1.5261,5.3848,1.3863,0.97076,24.914,0.91946,0.79905,324.31,14875,75.037,106.54,1207.33,23.717,10.2832,1.6279,50.36,4.1684,9.805,1.409,32.38,6.9859,18.0739,833.4,3951.0,3.3715
2020-05-04,1.5557,5.5548,1.4065,0.96399,24.784,0.91391,0.80331,322.86,15100,75.663,106.78,1224.64,24.571,10.3528,1.6526,50.611,4.1736,9.8806,1.4161,32.35,7.0309,18.6364,836.45,3978.01,3.3832
2020-05-05,1.5517,5.4944,1.4019,0.97067,24.881,0.92225,0.80291,323.04,15100,75.754,106.71,1221.81,23.873,10.3043,1.6518,50.598,4.1793,9.8663,1.4165,32.395,7.089,18.3545,832.74,3918.57,3.3922
2020-05-06,1.5773,5.6349,1.4088,0.97437,24.972,0.92533,0.80737,323.48,15045,75.858,106.09,1224.65,24.103,10.2619,1.6507,50.541,4.2004,9.8342,1.419,32.39,7.1415,18.562,842.11,3953.33,3.4113
2020-05-07,1.5491,5.7749,1.4075,0.97654,25.186,0.92739,0.81126,323.99,15045,75.832,106.57,1224.32,24.175,10.2388,1.6526,50.54,4.2165,9.8488,1.4192,32.43,7.2143,18.6126,836.95,3915.62,3.4012
2020-05-08,1.5321,5.817,1.3943,0.97104,25.132,0.92225,0.8073,322.22,14967,75.588,106.37,1219.6,23.888,10.2089,1.6294,50.43,4.1946,9.7644,1.4134,32.24,7.1246,18.4423,825.28,3888.0,3.4063
2020-05-11,1.5437,5.7919,1.3984,0.97182,25.499,0.92387,0.81185,323.21,14969,75.85,107.32,1224.66,23.947,10.2051,1.6452,50.376,4.212,9.7929,1.4168,32.185,7.0765,18.4405,822.91,3894.0,3.4143
2020-05-12,1.5311,5.7753,1.3979,0.96887,25.256,0.92098,0.80837,323.03,14804,75.143,107.35,1221.38,23.784,10.1785,1.634,50.09,4.1858,9.7594,1.4143,32.1,6.9975,18.1785,824.0,3879.0,3.4323
2020-05-13,1.5344,5.8488,1.4017,0.96809,25.203,0.91954,0.81145,325.13,14797,75.292,106.92,1223.98,24.12,10.0579,1.6536,50.156,4.1964,9.7327,1.4143,32.04,6.9757,18.3163,816.11,3906.0,3.4383
2020-05-14,1.5572,5.9234,1.4107,0.97405,25.548,0.92661,0.82001,328.63,14951,75.602,107.01,1231.63,24.321,10.2481,1.6742,50.585,4.2315,9.8608,1.4246,32.13,6.9643,18.6842,821.48,3937.0,3.4473
2020-05-15,1.5563,5.8503,1.4105,0.97361,25.55,0.9261,0.8218,328.49,14936,75.931,106.99,1234.12,23.983,10.2397,1.6804,50.73,4.2276,9.881,1.4259,32.095,6.9169,18.5923,827.13,3908.0,3.4352
2020-05-18,1.5451,5.7885,1.4034,0.97129,25.489,0.92319,0.82305,326.25,14842,75.831,107.38,1230.08,23.665,10.124,1.6706,50.87,4.2094,9.7953,1.4241,32.02,6.8571,18.3635,818.48,3849.0,3.4245
2020-05-19,1.5298,5.6947,1.3928,0.97105,25.105,0.91324,0.81767,319.95,14774,75.662,107.76,1224.83,23.614,9.9683,1.6442,50.746,4.1562,9.6516,1.4167,31.915,6.7989,18.2328,818.18,3832.0,3.425
2020-05-20,1.5197,5.7178,1.3881,0.96587,25.032,0.91258,0.81546,319.96,14717,75.616,107.64,1228.06,23.4,9.9256,1.6298,50.6,4.1468,9.6339,1.4148,31.82,6.7913,18.0236,803.4,3810.66,3.401
2020-05-21,1.5191,5.6847,1.3918,0.96618,24.738,0.90909,0.81766,316.9,14733,75.5,107.65,1231.45,23.185,9.9118,1.6317,50.59,4.118,9.5727,1.4146,31.81,6.7983,17.8706,802.88,3767.0,3.4078
2020-05-22,1.531,5.5812,1.4007,0.97129,24.954,0.91709,0.82138,320.43,14902,75.871,107.54,1241.3,22.969,10.0035,1.6388,50.76,4.1461,9.6637,1.4234,31.895,6.8073,17.6519,807.93,3771.53,3.4198
2020-05-25,1.5287,5.5218,1.3988,0.97131,25.0,0.91659,0.82049,321.47,14710,75.885,107.67,1241.64,22.672,10.0236,1.6398,50.763,4.1275,9.6691,1.4248,31.98,6.815,17.6725,804.18,3766.03,3.4256
2020-05-26,1.507,5.3862,1.3835,0.96583,24.668,0.91116,0.80982,318.54,14755,75.563,107.44,1232.1,22.15,9.9265,1.6143,50.44,4.0552,9.6185,1.4178,31.88,6.7439,17.3713,806.31,3730.18,3.4323
2020-05-27,1.5071,5.3388,1.3762,0.97125,24.612,0.90984,0.81517,317.26,14710,75.735,107.89,1236.5,22.327,9.852,1.6121,50.649,4.0371,9.6086,1.4183,31.895,6.7821,17.4213,819.66,3730.9,3.447
2020-05-28,1.5091,5.31,1.3757,0.96977,24.525,0.90777,0.81452,317.48,14715,75.763,107.73,1237.98,22.293,9.8541,1.6137,50.646,4.0162,9.5752,1.418,31.87,6.8148,17.4275,808.25,3696.0,3.4348
2020-05-29,1.4979,5.3569,1.3721,0.96264,24.175,0.89799,0.80898,313.16,14610,75.521,107.12,1235.82,22.064,9.6875,1.6041,50.495,3.9956,9.4172,1.4109,31.81,6.8338,17.4424,798.4,3726.0,3.4283
2020-06-01,1.4833,5.3325,1.3699,0.96132,24.162,0.8996,0.8067,310.77,14610,75.513,107.73,1227.46,21.997,9.7058,1.6035,50.33,3.9833,9.413,1.4096,31.67,6.8139,17.4517,792.25,3716.0,3.4165
2020-06-02,1.4596,5.3248,1.3519,0.96125,23.846,0.89493,0.79723,309.35,14415,75.21,108.13,1221.07,21.877,9.5577,1.5822,50.18,3.9371,9.3539,1.4022,31.565,6.7745,17.2503,776.6,3632.94,3.395
