,AUD,BRL,CAD,CHF,CZK,EUR,GBP,HUF,IDR,INR,JPY,KRW,MXN,NOK,NZD,PHP,PLN,SEK,SGD,THB,TRY,ZAR,CLP,COP,PEN
2014-10-31,1.1377,2.4524,1.1274,0.96351,22.173,0.79847,0.6262,246.14,12113,61.365,111.93,1072.68,13.471,6.779,1.2811,44.998,3.3677,7.3989,1.2864,32.603,2.2173,10.9803,,,
2014-11-03,1.1484,2.4899,1.1286,0.96486,22.243,0.80045,0.62503,247.05,12127,61.405,113.82,1077.32,13.499,6.775,1.2912,44.997,3.3769,7.3881,1.2893,32.67,2.2284,11.035,,,
2014-11-04,1.1461,2.5243,1.1416,0.96332,22.206,0.79911,0.62482,246.99,12114,61.405,113.44,1077.81,13.6495,6.8543,1.2901,44.966,3.3761,7.4016,1.29,32.67,2.2268,11.0516,,,
2014-11-05,1.1614,2.5183,1.1443,0.96498,22.294,0.80128,0.62845,247.64,12199,61.499,114.75,1090.41,13.6085,6.8702,1.2929,45.103,3.3923,7.3849,1.2957,32.847,2.2371,11.1378,,,
2014-11-06,1.1608,2.5392,1.1409,0.96229,22.185,0.79891,0.62807,247.68,12152,61.483,114.51,1087.01,13.5755,6.8039,1.2918,45.035,3.3725,7.3522,1.2919,32.823,2.2386,11.1225,,,
2014-11-07,1.1634,2.5811,1.1432,0.97152,22.355,0.80691,0.63213,250.01,12196,61.636,115.3,1094.5,13.6322,6.8559,1.2988,45.036,3.4119,7.4336,1.2956,32.877,2.2746,11.2999,586.25,2099.0,2.927
2014-11-10,1.1538,2.5352,1.1312,0.96332,22.093,0.8009,0.62886,245.91,12175,61.505,114.18,1085.64,13.53,6.7464,1.283,44.885,3.3755,7.3742,1.2892,32.788,2.2499,11.2074,587.09998,2094.0,2.927
2014-11-11,1.1579,2.5683,1.1389,0.9678,22.209,0.80489,0.63071,247.58,12223,61.545,115.81,1096.7,13.601,6.8307,1.2885,44.935,3.3995,7.3976,1.294,32.878,2.2647,11.2845,590.54999,2108.0,2.928
2014-11-12,1.1485,2.5616,1.1317,0.96439,22.141,0.80212,0.63207,246.54,12185,61.43,115.21,1095.15,13.61,6.7711,1.2719,44.862,3.3843,7.4022,1.2898,32.842,2.2604,11.2381,593.96997,2115.0,2.935
2014-11-13,1.1443,2.5737,1.1329,0.96484,22.193,0.80283,0.6352,245.95,12189,61.52,115.5,1092.77,13.5873,6.7891,1.2657,44.879,3.3945,7.4215,1.2914,32.805,2.2522,11.2243,595.23999,2129.0,2.9345
2014-11-14,1.1528,2.6222,1.1382,0.96615,22.236,0.80412,0.63879,246.16,12228,61.816,116.55,1103.34,13.625,6.7972,1.2728,45.039,3.401,7.4281,1.2993,32.86,2.2439,11.1962,593.20001,2158.0,2.935
2014-11-17,1.1453,2.6113,1.131,0.96135,22.168,0.80026,0.63932,244.89,12197,61.828,116.28,1096.46,13.5675,6.7574,1.2624,44.966,3.3801,7.3983,1.2978,32.765,2.229,11.1185,595.84998,2157.0,2.931
2014-11-18,1.1461,2.6005,1.1291,0.95996,22.117,0.79911,0.6388,244.16,12114,61.751,116.6,1098.04,13.5585,6.7357,1.2552,44.988,3.3675,7.3828,1.2977,32.768,2.223,11.0343,597.15997,2149.80005,2.928
2014-11-19,1.1577,2.5872,1.1349,0.95844,22.085,0.79777,0.63793,243.16,12160,61.994,117.63,1109.88,13.585,6.7754,1.2724,45.195,3.3653,7.3872,1.3041,32.817,2.2338,11.058,600.72998,2150.0,2.929
2014-11-20,1.1616,2.5522,1.1325,0.95813,22.057,0.79751,0.63713,242.94,12149,61.93,118.23,1114.08,13.6043,6.7725,1.2731,45.067,3.3607,7.4001,1.3021,32.815,2.2294,10.9906,599.59998,2160.0,2.925
2014-11-21,1.1477,2.5485,1.126,0.96796,22.267,0.80502,0.63766,245.18,12079,61.655,117.9,1111.45,13.6135,6.7638,1.2624,44.914,3.3849,7.43,1.2971,32.735,2.2215,10.919,593.90002,2140.0,2.921
2014-11-24,1.1593,2.5317,1.125,0.96914,22.234,0.8058,0.63787,245.58,12142,61.909,118.31,1116.41,13.6218,6.7744,1.2709,44.977,3.3798,7.4453,1.3037,32.826,2.228,10.991,595.62,2149.5,2.911
2014-11-25,1.1722,2.5211,1.1271,0.96829,22.201,0.80489,0.6382,246.15,12156,61.892,118.05,1109.93,13.6586,6.8118,1.2844,44.963,3.3699,7.4583,1.3033,32.813,2.2275,11.0,598.77002,2168.0,2.917
2014-11-26,1.1757,2.5122,1.1268,0.96401,22.107,0.8016,0.63403,245.77,12180,61.85,117.76,1108.34,13.68,6.8216,1.2762,44.97,3.3508,7.416,1.3013,32.78,2.2194,10.9707,598.76001,2164.0,2.914
2014-11-27,1.1667,2.5117,1.1249,0.9633,22.123,0.80128,0.63462,246.11,12167,61.875,117.52,1099.67,13.7232,6.8886,1.2666,44.867,3.3492,7.4209,1.2982,32.77,2.2167,10.9642,600.71002,2162.19995,2.914
2014-11-28,1.1734,2.5499,1.1397,0.96275,22.152,0.80109,0.63711,245.78,12245,62.122,118.31,1109.97,13.8355,6.9675,1.272,44.978,3.3517,7.4229,1.3032,32.838,2.2105,11.0268,607.94,2216.5,2.918
2014-12-01,1.1774,2.5656,1.1399,0.96463,22.156,0.80199,0.63574,245.75,12285,62.039,118.39,1107.87,13.9123,6.9569,1.2702,44.806,3.3509,7.4234,1.306,32.848,2.2193,11.0307,611.92999,2267.5,2.9225
2014-12-02,1.1848,2.5656,1.1369,0.96909,22.219,0.80489,0.63876,247.05,12292,61.883,119.19,1112.56,14.019,7.0002,1.2785,44.792,3.3513,7.469,1.3073,32.86,2.2259,11.0672,614.02002,2298.0,2.939
2014-12-03,1.1856,2.5573,1.1381,0.97575,22.401,0.81096,0.63758,248.74,12301,61.81,119.37,1114.14,14.08,7.0197,1.2881,44.618,3.3734,7.5187,1.3096,32.853,2.236,11.1745,609.03998,2292.0,2.9412
2014-12-04,1.1934,2.5772,1.137,0.97758,22.432,0.81228,0.63853,249.29,12313,61.901,119.93,1115.7,14.1128,7.0839,1.2906,44.55,3.3802,7.5337,1.3148,32.912,2.2383,11.1803,609.41998,2292.0,2.9412
2014-12-05,1.1944,2.575,1.1394,0.97242,22.355,0.80893,0.63752,248.54,12313,61.785,120.55,1114.54,14.1555,7.1271,1.2885,44.591,3.3674,7.5222,1.318,32.937,2.2375,11.2258,612.29999,2318.19995,2.951
2014-12-08,1.2065,2.5923,1.1443,0.98083,22.525,0.81579,0.63999,250.08,12363,61.92,121.1,1115.72,14.385,7.1769,1.3083,44.686,3.3946,7.5916,1.3217,33.052,2.2798,11.5209,611.09998,2323.0,2.9555
2014-12-09,1.2049,2.6064,1.1453,0.97187,22.328,0.80847,0.63881,247.19,12346,61.963,119.67,1108.29,14.3981,7.123,1.3018,44.562,3.3634,7.5191,1.3178,32.93,2.2589,11.4525,613.70001,2352.0,2.964
2014-12-10,1.198,2.5908,1.1448,0.9703,22.287,0.80697,0.63731,247.91,12346,62.075,118.89,1105.5,14.4078,7.1631,1.2939,44.585,3.3585,7.5271,1.3124,32.81,2.2595,11.4937,615.59998,2367.0,2.956
2014-12-11,1.2115,2.6225,1.1491,0.96653,22.234,0.80463,0.63783,247.94,12379,62.411,118.44,1101.17,14.5255,7.2465,1.2787,44.466,3.3632,7.5294,1.3134,32.823,2.2653,11.5373,617.02002,2407.0,2.969
2014-12-12,1.2093,2.6563,1.158,0.96466,22.161,0.80321,0.63655,248.14,12513,62.464,118.4,1102.18,14.869,7.3245,1.2808,44.506,3.3522,7.5261,1.3098,32.79,2.291,11.628,618.37,2405.0,2.963
2014-12-15,1.2174,2.6703,1.1594,0.9666,22.183,0.80476,0.63866,248.12,12854,63.24,118.84,1101.67,14.7777,7.3849,1.2926,44.696,3.3625,7.5725,1.3135,32.94,2.3358,11.6452,619.08002,2398.0,2.9625
2014-12-16,1.2129,2.7276,1.1655,0.95788,22.02,0.79764,0.63532,249.05,12878,63.987,116.29,1080.07,14.7875,7.6111,1.2802,44.762,3.3549,7.6182,1.3011,32.944,2.3767,11.6498,620.33002,2454.0,2.97
2014-12-17,1.2213,2.7304,1.1634,0.96481,22.193,0.80334,0.63721,252.59,12660,63.622,117.2,1095.23,14.741,7.4313,1.2912,44.787,3.3948,7.6333,1.3052,32.965,2.3562,11.7055,616.20001,2425.0,2.967
2014-12-18,1.2214,2.6681,1.1598,0.98103,22.471,0.814,0.64021,256.19,12569,63.066,118.81,1096.59,14.499,7.3785,1.2911,44.747,3.4532,7.681,1.3145,32.866,2.3226,11.549,613.98999,2318.3999,2.944
2014-12-19,1.2226,2.6488,1.1596,0.98045,22.507,0.8144,0.63906,257.72,12424,63.305,119.24,1099.37,14.528,7.3414,1.2859,44.741,3.4806,7.7062,1.315,32.87,2.3253,11.6025,610.79999,2300.0,2.935
2014-12-22,1.2282,2.6474,1.163,0.98173,22.529,0.81573,0.64026,257.22,12445,63.2,119.96,1096.19,14.5695,7.3876,1.2891,44.639,3.4803,7.7931,1.3191,32.859,2.3185,11.59,608.34998,2310.0,2.9685
2014-12-23,1.2304,2.6609,1.1638,0.98518,22.648,0.8188,0.64415,257.05,12451,63.292,120.2,1102.58,14.6503,7.3929,1.2914,44.676,3.5016,7.7811,1.3216,32.903,2.326,11.6048,609.95001,2340.0,2.96
2014-12-24,1.2319,2.6942,1.1592,0.98412,22.733,0.8184,0.64367,258.68,12452,63.474,120.36,1102.83,14.7412,7.4892,1.2936,44.681,3.5255,7.8075,1.3225,32.874,2.3251,11.662,608.25,2350.0,2.9795
2014-12-29,1.2269,2.673,1.1628,0.98614,22.724,0.81987,0.64294,258.0,12404,63.676,120.49,1099.51,14.6988,7.4178,1.2826,44.731,3.5273,7.89,1.3228,32.978,2.3213,11.6059,,,
2014-12-30,1.2235,2.664,1.1622,0.98914,22.803,0.82237,0.64334,259.03,12418,63.461,119.58,1097.2,14.7445,7.4359,1.2776,44.753,3.5447,7.7916,1.3228,32.91,2.3509,11.6354,607.0,2391.0,2.9855
2014-12-31,1.2214,2.6527,1.1583,0.99036,22.844,0.82366,0.64155,259.9,12417,63.19,119.62,1091.18,14.717,7.4475,1.2787,44.837,3.5196,7.7366,1.3226,32.872,2.3326,11.5603,606.40002,2391.0,2.9855
2015-01-02,1.2323,2.6931,1.1682,0.99826,22.995,0.83036,0.64768,264.68,12516,63.356,120.58,1106.24,14.825,7.5081,1.2961,44.807,3.5749,7.8637,1.3286,32.957,2.3526,11.6611,613.13,2394.0,2.967
2015-01-05,1.2384,2.7137,1.1784,1.0085,23.228,0.83928,0.6569,267.16,12613,63.463,120.02,1110.98,14.851,7.6437,1.3021,45.047,3.6071,7.9632,1.3361,32.981,2.339,11.728,617.27002,2429.0,2.982
2015-01-06,1.2288,2.6993,1.1763,1.0084,23.246,0.83935,0.65822,268.02,12668,63.572,118.93,1100.99,14.922,7.7048,1.2908,45.009,3.6155,7.9073,1.335,32.92,2.3277,11.7317,616.0,2458.0,2.983
2015-01-07,1.2391,2.6776,1.183,1.0152,23.483,0.84524,0.66123,270.08,12714,63.175,119.32,1102.43,14.775,7.7339,1.2911,45.104,3.6436,7.9443,1.3392,32.89,2.3284,11.714,613.59998,2432.0,2.987
2015-01-08,1.2337,2.7,1.1816,1.0206,23.679,0.84976,0.66375,269.42,12642,62.568,119.82,1097.57,14.7083,7.6717,1.2842,44.959,3.6456,8.0167,1.3386,32.88,2.3097,11.6343,612.58002,2413.0,2.992
2015-01-09,1.228,2.6572,1.182,1.0167,23.755,0.84653,0.6602,268.68,12634,62.324,119.2,1092.26,14.661,7.6699,1.2795,44.942,3.6146,8.0321,1.3366,32.884,2.2987,11.5682,613.98999,2416.30005,2.984
2015-01-12,1.2282,2.6562,1.1897,1.0175,23.964,0.84717,0.66003,269.43,12605,62.164,119.08,1085.42,14.6522,7.7325,1.2896,44.927,3.6229,8.0829,1.3364,32.885,2.295,11.5263,616.25,2414.0,2.9915
2015-01-13,1.2257,2.6433,1.1966,1.0194,24.109,0.84875,0.65923,270.13,12598,62.043,118.45,1082.8,14.6125,7.7364,1.2914,44.742,3.6347,8.0261,1.3355,32.847,2.281,11.4995,618.97998,2440.0,2.985
2015-01-14,1.2291,2.625,1.1965,1.02,23.974,0.84926,0.65843,271.74,12623,62.189,116.76,1085.23,14.62,7.6909,1.2951,44.626,3.6402,8.0689,1.3354,32.784,2.2893,11.5021,625.33002,2442.0,2.993
2015-01-15,1.208,2.6082,1.1834,0.87803,23.779,0.85412,0.65528,275.36,12534,61.783,116.57,1078.71,14.464,7.6136,1.2712,44.599,3.6734,8.0809,1.3221,32.745,2.2822,11.45,625.02002,2415.0,2.997
2015-01-16,1.2179,2.6197,1.2035,0.87401,23.986,0.86296,0.65904,276.47,12584,61.862,116.55,1077.58,14.652,7.5928,1.2833,44.601,3.7262,8.1192,1.3258,32.618,2.3203,11.5663,627.70001,2398.0,3.005
2015-01-19,1.2179,2.6284,1.1983,0.87204,24.025,0.8617,0.6604,274.64,12618,61.712,117.42,1078.01,14.6135,7.6109,1.2851,44.57,3.7194,8.1065,1.3316,32.59,2.3394,11.6513,628.0,2352.0,3.014
2015-01-20,1.2197,2.6235,1.2013,0.87115,24.051,0.86363,0.65956,274.23,12554,61.707,118.64,1087.84,14.622,7.6013,1.2967,44.591,3.7374,8.1438,1.3388,32.684,2.3327,11.6263,628.25,2375.80005,3.01
2015-01-21,1.2174,2.5997,1.2075,0.86233,24.1,0.86259,0.66169,272.02,12495,61.575,117.37,1082.88,14.608,7.6124,1.3046,44.375,3.7141,8.1289,1.3331,32.56,2.3412,11.5454,627.65997,2370.0,3.009
2015-01-22,1.2308,2.5783,1.2354,0.85583,24.014,0.86073,0.65794,271.61,12464,61.559,117.66,1083.99,14.6875,7.6011,1.3207,44.218,3.7009,8.1258,1.3323,32.58,2.335,11.4793,624.0,2372.0,3.005
2015-01-23,1.2653,2.5948,1.2446,0.87659,24.854,0.89302,0.66735,277.65,12480,61.498,117.99,1079.57,14.7215,7.7742,1.3424,44.078,3.7756,8.3343,1.3447,32.61,2.3522,11.469,625.0,2384.0,3.015
2015-01-26,1.2653,2.5955,1.2459,0.89061,24.683,0.88936,0.66609,276.3,12494,61.427,118.31,1082.39,14.647,7.7681,1.3454,44.089,3.7493,8.3269,1.3439,32.578,2.3591,11.4793,623.08002,2389.5,3.015
2015-01-27,1.2589,2.5901,1.2458,0.89952,24.652,0.88449,0.66093,276.11,12484,61.384,117.71,1078.83,14.61,7.795,1.3443,44.082,3.7414,8.2336,1.3415,32.556,2.3676,11.5938,623.0,2385.0,3.052
2015-01-28,1.2548,2.5848,1.2421,0.90286,24.547,0.88152,0.65815,275.19,12508,61.405,117.86,1085.83,14.629,7.753,1.3361,44.117,3.7346,8.1889,1.3527,32.55,2.3765,11.5666,622.15002,2363.0,3.031
2015-01-29,1.2846,2.6002,1.2531,0.91666,24.562,0.88378,0.66085,275.74,12620,61.9,117.92,1096.13,14.823,7.7976,1.3745,44.067,3.7405,8.2408,1.3526,32.749,2.4098,11.6245,627.14001,2412.0,3.044
2015-01-30,1.2857,2.6638,1.267,0.92596,24.588,0.88456,0.6644,276.01,12686,62.019,117.72,1102.64,14.8945,7.8138,1.3771,44.17,3.7218,8.2806,1.3527,32.778,2.4395,11.5903,632.83002,2453.0,3.058
2015-02-02,1.2841,2.6787,1.2672,0.93006,24.535,0.88417,0.66543,274.59,12706,61.869,117.65,1101.79,14.925,7.7122,1.376,44.128,3.6933,8.2822,1.3528,32.58,2.4187,11.5768,629.65002,2405.0,3.062
2015-02-03,1.3009,2.7117,1.2584,0.92528,24.392,0.87904,0.66275,271.78,12621,61.717,117.33,1099.91,14.806,7.5923,1.3838,44.072,3.6586,8.2734,1.3504,32.63,2.407,11.4555,625.32001,2375.0,3.059
2015-02-04,1.2862,2.7013,1.2452,0.92626,24.262,0.87367,0.65665,269.83,12640,61.833,117.5,1086.18,14.7154,7.5402,1.353,44.084,3.6351,8.237,1.3451,32.61,2.4284,11.4215,626.5,2392.69995,3.0545
2015-02-05,1.281,2.7378,1.2524,0.92787,24.284,0.87642,0.65574,269.27,12612,61.739,117.42,1089.54,14.7995,7.5697,1.3521,44.122,3.6507,8.2891,1.3461,32.614,2.445,11.3786,623.5,2377.5,3.057
2015-02-06,1.273,2.755,1.2445,0.92024,24.197,0.87359,0.65283,267.55,12607,61.714,117.31,1087.5,14.75,7.488,1.3466,44.18,3.6385,8.2611,1.3433,32.53,2.4354,11.3118,627.25,2385.0,3.061
2015-02-09,1.2798,2.7876,1.25,0.92488,24.585,0.88692,0.65765,272.55,12667,62.13,118.6,1096.9,14.818,7.6404,1.3484,44.435,3.7093,8.3978,1.3554,32.645,2.4905,11.5777,623.90002,2363.5,3.068
2015-02-10,1.2855,2.8008,1.2471,0.92564,24.544,0.88519,0.65681,273.82,12698,62.195,119.21,1095.15,14.8575,7.583,1.3513,44.399,3.7185,8.3442,1.3563,32.635,2.4923,11.6352,626.21002,2381.30005,3.071
2015-02-11,1.291,2.8611,1.2611,0.92496,24.465,0.88386,0.6537,274.13,12825,62.355,119.76,1104.99,14.995,7.603,1.3498,44.451,3.7281,8.36,1.3601,32.64,2.4971,11.8265,629.88,2404.0,3.08
2015-02-12,1.3031,2.8747,1.256,0.93212,24.454,0.88277,0.65113,271.68,12817,62.277,119.81,1108.49,15.0835,7.7176,1.3571,44.322,3.7002,8.5009,1.3592,32.695,2.4903,11.8079,622.47998,2414.0,3.075
2015-02-13,1.2907,2.8464,1.2508,0.92927,24.286,0.87866,0.65029,268.9,12799,62.17,119.02,1099.65,14.9678,7.6035,1.3454,44.305,3.67,8.4252,1.3566,32.625,2.4695,11.7239,618.40002,2370.0,3.056
2015-02-16,1.2859,2.8345,1.2453,0.93145,24.227,0.87658,0.65051,269.03,12731,62.214,118.57,1102.06,14.8675,7.5416,1.3318,44.173,3.6669,8.4009,1.357,32.592,2.4473,11.632,621.5,2388.0,3.078
2015-02-17,1.2784,2.8379,1.2374,0.93132,24.195,0.87604,0.65125,269.65,12768,62.189,118.8,1105.95,14.834,7.5099,1.3264,44.131,3.6682,8.343,1.3546,32.575,2.4472,11.595,619.58002,2407.0,3.0808
2015-02-18,1.2837,2.8311,1.245,0.94152,24.255,0.87935,0.64826,270.59,12880,62.302,119.32,1114.16,14.9422,7.5167,1.332,44.295,3.6853,8.3969,1.3608,32.58,2.4569,11.6884,619.40002,2429.0,3.082
2015-02-19,1.285,2.8499,1.252,0.9481,24.039,0.87819,0.64802,268.15,12854,62.21,119.01,1113.23,14.9475,7.592,1.3303,44.165,3.6616,8.4055,1.3582,32.549,2.4493,11.6445,619.0,2447.0,3.085
2015-02-20,1.2745,2.8706,1.2456,0.94866,24.348,0.88511,0.65038,270.56,12843,62.234,118.53,1110.73,15.009,7.6058,1.3241,44.27,3.7008,8.4274,1.3595,32.552,2.4637,11.6552,615.79999,2458.69995,3.084
2015-02-23,1.2843,2.8969,1.2618,0.94946,24.291,0.88511,0.65073,270.04,12929,62.315,119.05,1109.43,15.1075,7.6478,1.3313,44.311,3.695,8.4666,1.3617,32.56,2.4816,11.711,622.40997,2498.0,3.091
2015-02-24,1.2896,2.8706,1.2643,0.94942,24.265,0.88277,0.64831,269.24,12919,62.203,119.49,1113.74,15.108,7.6139,1.344,44.259,3.6778,8.4039,1.3612,32.56,2.479,11.6075,618.77002,2485.0,3.092
2015-02-25,1.2681,2.8552,1.2441,0.9495,24.166,0.88137,0.64587,269.3,12883,61.967,118.91,1100.73,14.9325,7.6084,1.3248,44.058,3.6678,8.3651,1.3554,32.53,2.4693,11.4798,616.75,2484.0,3.085
2015-02-26,1.2686,2.8509,1.247,0.94946,24.313,0.88363,0.64514,267.63,12846,61.751,118.88,1096.23,14.8825,7.5674,1.3183,43.975,3.6701,8.319,1.3513,32.314,2.4817,11.4324,618.95001,2483.0,3.0915
2015-02-27,1.2774,2.8985,1.2451,0.94626,24.411,0.88968,0.64751,269.6,12950,61.817,119.26,1099.79,15.0109,7.6281,1.3211,44.027,3.6943,8.3357,1.3602,32.327,2.5178,11.6267,616.96997,2483.0,3.0915
2015-03-02,1.2856,2.8621,1.2492,0.9552,24.484,0.89071,0.64968,270.4,12970,61.942,119.77,1100.61,14.9475,7.6677,1.3278,44.115,3.7021,8.3224,1.3631,32.33,2.5128,11.7077,615.70001,2507.0,3.0945
2015-03-03,1.2794,2.9133,1.2519,0.96132,24.582,0.89542,0.6515,273.16,12995,61.922,119.75,1097.47,15.04,7.7091,1.3258,44.072,3.7233,8.3063,1.363,32.352,2.5337,11.7923,616.34998,2557.0,3.093
2015-03-04,1.2757,2.9665,1.2515,0.96134,24.689,0.89896,0.65255,275.5,12995,62.264,119.7,1098.88,15.038,7.7441,1.317,44.123,3.7511,8.3045,1.367,32.395,2.5456,11.7827,618.20001,2571.0,3.095
2015-03-05,1.2833,2.9821,1.244,0.96639,24.774,0.90342,0.65507,275.87,12976,62.255,120.25,1101.13,15.048,7.7207,1.335,44.13,3.7399,8.3241,1.3692,32.419,2.5895,11.7592,619.70001,2544.8999,3.093
2015-03-06,1.2761,3.0055,1.2466,0.97601,24.899,0.91216,0.65858,277.1,12936,62.397,119.93,1098.08,15.183,7.7917,1.3342,44.041,3.7561,8.3821,1.3686,32.41,2.5791,11.7791,625.0,2566.0,3.097
2015-03-09,1.2931,3.0958,1.2591,0.98444,25.093,0.92081,0.66169,281.04,13069,62.68,120.91,1113.45,15.478,7.8992,1.3564,44.215,3.792,8.459,1.3793,32.57,2.609,12.0885,627.5,2582.0,3.0868
2015-03-10,1.3069,3.1375,1.2634,0.99674,25.41,0.93127,0.66381,286.76,13094,62.786,121.34,1123.73,15.538,8.0457,1.3717,44.286,3.8525,8.5536,1.3866,32.688,2.6425,12.2806,636.20001,2607.0,3.0985
2015-03-11,1.314,3.1293,1.2698,1.0073,25.802,0.94536,0.66511,287.55,13176,62.781,121.32,1128.04,15.6072,8.184,1.381,44.292,3.9105,8.622,1.3874,32.888,2.6206,12.2949,637.59998,2628.0,3.097
2015-03-12,1.2976,3.1123,1.2656,1.0022,25.726,0.94224,0.66814,286.06,13136,62.448,120.88,1120.12,15.383,8.0948,1.3501,44.263,3.8981,8.5877,1.3778,32.812,2.5928,12.2145,633.79999,2607.0,3.0865
2015-03-13,1.3053,3.2059,1.2734,1.0072,25.837,0.94589,0.67655,289.92,13214,63.028,121.46,1134.3,15.4855,8.1588,1.3618,44.371,3.9292,8.6566,1.3885,32.902,2.6381,12.4658,639.5,2625.0,3.0885
2015-03-16,1.3069,3.2307,1.2781,1.0055,25.867,0.94724,0.67548,287.66,13241,62.872,121.21,1132.25,15.4595,8.2277,1.3552,44.425,3.9103,8.6703,1.3896,32.929,2.621,12.401,640.40002,2668.0,3.0864
2015-03-17,1.3083,3.2718,1.2774,1.0024,25.56,0.94029,0.67696,285.96,13162,62.732,121.2,1126.43,15.423,8.2666,1.3582,44.636,3.8921,8.629,1.3885,32.926,2.6125,12.394,640.70001,2683.0,3.097
2015-03-18,1.3124,3.2367,1.2824,1.0033,25.791,0.94411,0.68259,287.01,13177,62.76,121.18,1129.43,15.4049,8.4026,1.3653,44.841,3.9148,8.8109,1.3911,32.929,2.624,12.3724,635.29999,2659.0,3.0825
2015-03-19,1.308,3.2537,1.2717,0.99232,25.686,0.93659,0.67275,283.99,13049,62.583,120.93,1121.91,15.275,8.0879,1.3537,44.937,3.867,8.6913,1.387,32.778,2.6015,12.252,639.63,2620.0,3.09
2015-03-20,1.2981,3.2684,1.2672,0.97921,25.5,0.92799,0.67326,281.98,13061,62.332,120.88,1120.97,15.0937,8.0851,1.3364,44.951,3.83,8.6308,1.3862,32.69,2.5874,12.122,631.09998,2614.0,3.086
2015-03-23,1.2773,3.2041,1.2525,0.96783,25.086,0.91642,0.67064,279.28,12985,62.277,119.87,1107.5,14.98,7.9064,1.3118,44.763,3.777,8.5048,1.3706,32.53,2.559,11.9715,623.90002,2574.0,3.0729
2015-03-24,1.2642,3.1235,1.2465,0.95808,25.014,0.91324,0.67068,276.04,12922,62.327,119.53,1104.49,14.9258,7.8479,1.306,44.759,3.7563,8.483,1.3641,32.483,2.561,11.8374,621.59998,2560.0,3.067
2015-03-25,1.2676,3.1255,1.2482,0.9574,24.923,0.91033,0.67046,272.01,12966,62.371,119.37,1099.88,14.894,7.8225,1.3038,44.755,3.7194,8.4685,1.3676,32.513,2.557,11.7955,620.25,2541.0,3.058
2015-03-26,1.2749,3.1809,1.2442,0.95671,24.949,0.91133,0.67174,273.08,13037,62.727,119.08,1104.66,14.968,7.8379,1.315,44.811,3.7148,8.4981,1.3658,32.545,2.5904,11.8645,622.5,2538.0,3.0578
2015-03-27,1.2841,3.2098,1.2509,0.965,25.353,0.92115,0.67225,276.84,13024,62.518,119.19,1104.85,15.1315,7.9633,1.3211,44.82,3.7747,8.5831,1.369,32.549,2.607,12.0214,622.84003,2564.0,3.0833
2015-03-30,1.3055,3.2841,1.2641,0.96256,25.332,0.92208,0.6757,276.47,13069,62.626,119.89,1107.46,15.244,7.9802,1.3294,44.746,3.7748,8.5945,1.3737,32.575,2.6063,12.1204,626.14001,2558.0,3.0805
2015-03-31,1.3155,3.2492,1.2769,0.97249,25.591,0.92945,0.67599,278.31,13063,62.528,119.85,1108.45,15.3475,8.0895,1.3373,44.667,3.7972,8.6347,1.3732,32.548,2.6146,12.206,624.29999,2575.0,3.083
2015-04-01,1.3159,3.1608,1.2675,0.96941,25.609,0.9298,0.67736,277.56,13038,62.497,120.21,1104.3,15.2345,8.0609,1.3456,44.553,3.7757,8.6045,1.3664,32.51,2.6094,12.0884,617.5,2575.0,3.083
2015-04-02,1.3244,3.1678,1.2644,0.9603,25.457,0.92336,0.67553,276.62,13002,62.182,119.66,1092.62,15.1123,7.9876,1.3388,44.406,3.7532,8.6283,1.3591,32.49,2.5988,11.9991,614.45001,2570.0,3.095
2015-04-07,1.3084,3.1326,1.2504,0.96229,25.311,0.92191,0.67171,275.73,12992,62.32,120.15,1090.88,14.9275,8.0483,1.3297,44.528,3.7409,8.642,1.3574,32.576,2.5886,11.8323,609.59998,2541.0,3.08
2015-04-08,1.2961,3.1003,1.2417,0.96096,25.205,0.92064,0.66875,273.08,12941,62.245,119.77,1090.58,14.8575,7.988,1.3179,44.426,3.6983,8.6167,1.3539,32.56,2.5907,11.7825,611.20001,2482.0,3.0895
2015-04-09,1.2949,3.0333,1.2524,0.96965,25.411,0.92816,0.67459,275.85,12891,62.198,119.94,1090.95,14.9015,8.0397,1.3169,44.463,3.7281,8.671,1.3538,32.53,2.591,11.7882,615.90002,2484.0,3.094
2015-04-10,1.3079,3.0879,1.2664,0.98297,25.906,0.94607,0.68534,281.34,12928,62.356,120.45,1095.48,15.1833,8.1485,1.3301,44.605,3.8014,8.8298,1.366,32.559,2.6415,12.059,619.0,2507.5,3.115
2015-04-13,1.3197,3.0984,1.2627,0.98304,25.959,0.94769,0.68376,281.32,13005,62.421,120.55,1102.45,15.2955,8.1008,1.3445,44.731,3.8036,8.8428,1.3733,32.578,2.6521,12.1549,616.20001,2507.0,3.108
2015-04-14,1.3192,3.1103,1.2582,0.97917,25.885,0.94661,0.68317,280.8,12978,62.386,119.91,1095.17,15.36,8.0292,1.3413,44.601,3.7964,8.8257,1.3631,32.46,2.6774,12.1261,613.29999,2553.0,3.1065
2015-04-15,1.3182,3.0873,1.255,0.97561,25.915,0.94527,0.67757,281.55,12938,62.372,119.6,1096.04,15.325,7.9544,1.3332,44.509,3.7979,8.8019,1.3614,32.448,2.714,12.153,612.59998,2545.0,3.099
2015-04-16,1.2875,3.0167,1.2305,0.96415,25.677,0.93362,0.67118,280.97,12845,62.26,119.17,1087.26,15.225,7.8167,1.3106,44.405,3.7634,8.6459,1.3539,32.405,2.6981,12.0513,610.5,2491.0,3.1124
